36890|26789|36993|794|85457|380790|2436|42649|29934|1583844|5251|525|2|14|1|3|120|0|93|32.62|81.22|59.29|2039.49|5513.97|3033.66|7553.46|330.84|0.00|1661.76|5513.97|5844.81|7175.73|7506.57|2480.31
36890|26789|36953|9897|85457|380790|2436|42649|29934|1583844|5251|525|46|28|17|2|282|0|60|20.14|31.62|25.30|379.20|1518.00|1208.40|1897.20|31.42|470.58|796.82|1047.42|1078.84|1844.24|1875.66|-160.98
36890|26789|36906|3725|85457|380790|2436|42649|29934|1583844|5251|525|20|29|2|3|283|0|93|50.82|139.25|137.86|129.27|12820.98|4726.26|12950.25|0.00|0.00|129.50|12820.98|12820.98|12950.48|12950.48|8094.72
36890|26789|36961|8230|85457|380790|2436|42649|29934|1583844|5251|525|5|8|8|1|161|0|38|39.31|44.81|8.96|1362.30|340.48|1493.78|1702.78|13.62|0.00|136.22|340.48|354.10|476.70|490.32|-1153.30
36890|26789|36976|17454|85457|380790|2436|42649|29934|1583844|5251|525|40|29|12|2|220|0|52|43.06|128.32|85.97|2202.20|4470.44|2239.12|6672.64|8.94|4291.62|2802.51|178.82|187.76|2981.33|2990.27|-2060.30
36890|26789|36986|9558|85457|380790|2436|42649|29934|1583844|5251|525|47|14|10|0|83|0|74|16.05|23.43|13.12|762.94|970.88|1187.70|1733.82|87.38|0.00|416.12|970.88|1058.26|1387.00|1474.38|-216.82
36890|26789|36916|15176|85457|380790|2436|42649|29934|1583844|5251|525|52|17|12|4|244|0|95|24.08|63.57|44.50|1811.65|4227.50|2287.60|6039.15|295.92|0.00|1690.96|4227.50|4523.42|5918.46|6214.38|1939.90
36890|26789|36906|16545|85457|380790|2436|42649|29934|1583844|5251|525|11|29|6|1|91|0|44|25.41|66.07|29.73|1598.96|1308.12|1118.04|2907.08|69.07|444.76|465.13|863.36|932.43|1328.49|1397.56|-254.68
36890|26789|36909|15476|85457|380790|2436|42649|29934|1583844|5251|525|5|28|1|3|230|0|66|38.80|56.65|37.96|1233.54|2505.36|2560.80|3738.90|225.48|0.00|1196.45|2505.36|2730.84|3701.81|3927.29|-55.44
36890|26789|36897|77|85457|380790|2436|42649|29934|1583844|5251|525|34|16|1|0|85|0|44|12.38|23.15|7.87|672.32|346.28|544.72|1018.60|13.85|0.00|30.56|346.28|360.13|376.84|390.69|-198.44
36890|26789|36919|13660|85457|380790|2436|42649|29934|1583844|5251|525|3|9|10|3|98|0|56|22.75|55.51|31.09|1367.52|1741.04|1274.00|3108.56|0.00|0.00|1429.94|1741.04|1741.04|3170.98|3170.98|467.04
36890|26789|36956|9494|85457|380790|2436|42649|29934|1583844|5251|525|46|29|16|1|103|0|91|23.05|51.40|12.85|3508.05|1169.35|2097.55|4677.40|35.08|0.00|608.06|1169.35|1204.43|1777.41|1812.49|-928.20
36890|26789|36896|1534|85457|380790|2436|42649|29934|1583844|5251|525|20|29|5|1|108|0|50|55.08|105.20|78.90|1315.00|3945.00|2754.00|5260.00|236.70|0.00|2104.00|3945.00|4181.70|6049.00|6285.70|1191.00
36890|26789|36991|2801|85457|380790|2436|42649|29934|1583844|5251|525|37|0|15|0|114|0|80|86.11|182.55|21.91|12851.20|1752.80|6888.80|14604.00|35.06|0.00|3066.84|1752.80|1787.86|4819.64|4854.70|-5136.00
36890|3201|36945|13011|49854|1140318|6988|1904|49854|1140318|6988|1904|26|12|3|2|232|1|53|17.63|43.90|9.66|1814.72|511.98|934.39|2326.70|6.45|419.82|767.81|92.16|98.61|859.97|866.42|-842.23
36890|3201|36989|13514|49854|1140318|6988|1904|49854|1140318|6988|1904|7|10|1|4|226|1|52|7.44|18.60|1.12|908.96|58.24|386.88|967.20|4.08|0.00|328.85|58.24|62.32|387.09|391.17|-328.64
